regalCode;description;Retail Excl VAT;Trade Excl VAT;trade;retail;category;
CC469-2;2MP Darkfighter PTZ Cam - IR 200m - 42X;42762.76;29184.00;33561.6;49177.174;suv;
CC469-5;HIK IP 2MP Darkfighter PTZ IR200m 25 xOZ;34393.07;23472.00;26992.8;39552.0305;suv;
CC469-6;HIK IP 4MP Darkfighter PTZ IR200m 25 xOZ;35811.47;24440.00;28106;41183.1905;suv;
CC469-7;HIK IP 4MP Darkfighter PTZ IR200m 42X OZ;44426.00;30361.00;34915.15;51089.9;suv;
CC469-9;2MP Ultra Low Light PTZ Cam -Laser IR;67753.12;46239.00;53174.85;77916.088;suv;
CC95-2;Speed Dome -HIK Keyboard Network Control;5141.00;3513.00;4039.95;5912.15;suv;
CC95-6;Speed Dome - IP Network Keyboard Control;23099.00;15786.00;18153.9;26563.85;suv;
CC468-2;HIK PTZ Brkt Pendant Mnt for CC99 CC99-1;536.00;366.00;420.9;616.4;suv;
CC468-3;HIK PTZ Bracket Corner Mount White;664.00;452.00;519.8;763.6;suv;
CC468-4;HIK PTZ Bracket Pole Mount White;664.00;453.00;520.95;763.6;suv;
CC468-5;HIK Compact PTZ Bracket Wall Mount White;458.00;312.00;358.8;526.7;suv;
CC468-11;PTZ Wall Mnt Brkt White inc Junction Box;1304.00;888.00;1021.2;1499.6;suv;
CC468-12;HIK Wall Mount Bracket for CC466-2;511.00;349.00;401.35;587.65;suv;
CC468-13;HIK Pendant Mount Bracket for CC466-2;586.00;401.00;461.15;673.9;suv;
IP CAMERAS - Software Licenses;;;;0;0;suv;
CDC100;HikCentral Single Camera Licence;953.00;650.00;747.5;1095.95;suv;
CDC100-ALM1;Hik Alarm System Alarm Input connection;87.00;59.00;67.85;100.05;suv;
CDC100-ANPR-C;HikCentral ANPR Single Camera Licence;3785.00;2583.00;2970.45;4352.75;suv;
CDC100-BASE;HikCentral Base License;1309.00;892.00;1025.8;1505.35;suv;
CDC100-BASE-300;HikCentral Base License including 300 Ch;206465.00;140879.00;162010.85;237434.75;suv;
CDC100-BASE-4;HikCentral Base Licence Including 4 Ch;3653.00;2503.00;2878.45;4200.95;suv;
CDC100-BASE-64;HikCentral Base License including 64 Ch;53065.00;36213.00;41644.95;61024.75;suv;
CDC100-DATA;HikCentral Data Reporting Base Licence;23152.00;15797.00;18166.55;26624.8;suv;
CDC100-FACE;HikCentral Facial Recognition 1 Cam Lic;4596.00;3136.00;3606.4;5285.4;suv;
CDC100-IPS-1CH;Hikcentral IP speaker license for 1 Devi;921.00;628.00;722.2;1059.15;suv;
CDC100-IPSM;Hikcentral IP Speaker Module - incl 2 IP;1487.00;1026.00;1179.9;1710.05;suv;
CDC100-PSTOR;HikCentral PSTOR Video Storage Single CL;478.00;326.00;374.9;549.7;suv;
CDC100-PSTOR-BASE HikCentral PSTOR Base License;;4633.00;3161.00;3635.15;5327.95;suv;
CDC100-RSM-BASE;HikCentral RSM Base License -2 Sites;277776.00;189537.00;217967.55;319442.4;suv;
CDC100-SW;HikCentral Smart Wall Base Licence;55524.00;37886.00;43568.9;63852.6;suv;
CDC100-TM;HikCentral Temperature - Mask Module Lic;2359.00;1610.00;1851.5;2712.85;suv;
CCTV KITS - HIKVISION IP;;;;0;0;suv;
SP164-5;HIKVISION 4 Channel NVR Base Kit;14216.00;9809.00;11280.35;16348.4;suv;
SP165-5;HIKVISION 8 Channel NVR Base Kit;26432.00;18238.00;20973.7;30396.8;suv;
SP166-5;HIKVISION 16 Channel NVR Base Kit;51369.00;35444.00;40760.6;59074.35;suv;
CCTV Kits consist of 4/8/16 Channel NVR with HDD;;;;0;0;suv;
and 4/8/16 IR Bullet or IR Dome cameras.;;;;0;0;suv;
SP164-4;HIKVISION 4 Channel NVR MAXI Kit;17469.00;12053.00;13860.95;20089.35;suv;
SP165-4;HIKVISION 8 Channel NVR MAXI Kit;29576.00;20407.00;23468.05;34012.4;suv;
SP166-4;HIKVISION 16 Channel NVR MAXI Kit;55782.00;38489.00;44262.35;64149.3;suv;
;CCTV Kits consist of 4/8/16 Channel NVR with HDD and 4/8/16 IR Bullet;;;0;0;suv;
;"or IR Dome cameras;CAT5 cable; RJ45 connectors & boots; 18.5"" monitor.";;;0;0;suv;
SP164;HIKVISION 4 Channel NVR Installer Kit;20187.00;13929.00;16018.35;23215.05;suv;
SP165;HIKVISION 8 Channel NVR Installer Kit;33598.00;23182.00;26659.3;38637.7;suv;
SP166;HIKVISION 16 Channel NVR Installer Kit;60215.00;41548.00;47780.2;69247.25;suv;
;;;;0;0;suv;
CCTV Kits consist of 4/8/16 Channel NVR with HDD and 4/8/16 IR Bullet;;;;0;0;suv;
"or IR Dome cameras;CAT5 cable; RJ45 connectors & boots; 23"" HDMI monitor;";;;;0;0;suv;
HDMI cable and CCTV warning signs.;;;;0;0;suv;
;;;;0;0;suv;
Prices are subject to change without prior notice.;;;;0;0;suv;
E&OE. Valid until 31st March 2023.;Page: 10;;;0;0;suv;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;suv;
;;;;0;0;suv;
Trade Price List;;;;0;0;suv;
INTERCOMS & ACCESS;;;;0;0;suv;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;suv;
HIKVISION - Intercoms;;;;0;0;suv;
LK450-4;HIK 4Ch 1.3MP MetalVilla Outdoor Station;2770.00;1895.00;2179.25;3185.5;suv;
LK450-7;"HIK 7""Touch Screen Indoor Station";1871.00;1278.00;1469.7;2151.65;suv;
LK451;Video Intercom Module;2786.00;1901.00;2186.15;3203.9;suv;
LK451-1;HIKVISION 1 Module Gate Station Frame SM;1079.00;736.00;846.4;1240.85;suv;
LK451-2;HIKVISION 2 Module Gate Station FSM;1960.00;1337.00;1537.55;2254;suv;
LK451-3;HIKVISION  Module Gate Station FSM;3269.00;2233.00;2567.95;3759.35;suv;
LK451-5;HIKVISION Video Intercom Module - SS;2922.00;2002.90;2303.335;3360.3;suv;
LK451-7;"7"" Touch Screen Indoor Station -2nd Gen";3112.00;2124.00;2442.6;3578.8;suv;
LK451-8;HIKVISION Video Intercom Master Station;17011.00;11644.00;13390.6;19562.65;suv;
LK451-9;"HIK 7"" Touch Screen - Convergence Indoor";6031.00;4120.00;4738;6935.65;suv;
LK452;HIKVISION Video Intercom Nametag Module;918.00;626.00;719.9;1055.7;suv;
LK453;HIKVISION Video Intercom Keypad;1976.00;1348.00;1550.2;2272.4;suv;
LK453-1;HIKVISION Video Intercom Display Module;1774.00;1210.00;1391.5;2040.1;suv;
LK453-2;HIK Video Intercom MiFare Card Reader;1226.00;836.00;961.4;1409.9;suv;
LK454;HIKVISION Video Intercom Blank Module;457.00;312.00;358.8;525.55;suv;
LK455;HIK Secure Indoor Access Control Module;1149.00;785.00;902.75;1321.35;suv;
LK461;HIK Fingerprint Access Control Terminal;2263.00;1525.00;1753.75;2602.45;suv;
LK461-1;HIK Video Access Control Terminal- 501SF;4907.00;3348.00;3850.2;5643.05;suv;
LK462;HIK Fingerprint Card Reader - 1201MF;1423.00;1005.00;1155.75;1636.45;suv;
LK462-1;HIK Standalone Fingerprint Access Contro;3829.00;2632.00;3026.8;4403.35;suv;
LK463;HIK Fingerprint & Facial Enrollment Stn;7199.00;4913.00;5649.95;8278.85;suv;
LK463-1;HIKVISION Fingerprint Enrollment Reader;1574.00;1074.00;1235.1;1810.1;suv;
LK499;HIK 1-1 Video Intercom Kit 16GSD 4P Sw;6907.00;4713.00;5419.95;7943.05;suv;
HIKVISION - Access;;;;0;0;suv;
LK458-1;HIK Protective Shield - Advanced;469.00;320.00;368;539.35;suv;
LK458-2;HIKVISION 2 Module Rainshield;767.00;523.00;601.45;882.05;suv;
LK458-3;HIKVISION 3 Module Rainshield;922.00;629.00;723.35;1060.3;suv;
LK459-1;HIKVISION 8 Channel Intercom Dist Switch;893.00;616.00;708.4;1026.95;suv;
LK460-7-1;HIK 671 Face Recognition Terminal - IP65;11971.00;8170.00;9395.5;13766.65;suv;
LK460-7-2;Hik  673 Pro Face Access Terminal- IP;11424.00;7797.00;8966.55;13137.6;suv;
LK460-8;HIKVISION - Protective Rain shield for F;436.00;297.00;341.55;501.4;suv;
LK460-9;HIK Mini Face Recognition Terminal  341B;4082.00;2786.00;3203.9;4694.3;suv;
LK460-10;HIK Mini Face Recognition Terminal -341A;5987.00;4086.00;4698.9;6885.05;suv;
LK491;Hikvision Single Door Access Controller;4789.00;3268.00;3758.2;5507.35;suv;
LK491-1;Hikvision Two Door Access Controller;5268.00;3595.00;4134.25;6058.2;suv;
LK491-4;Hikvision Four Door Access Controller;6578.00;4488.00;5161.2;7564.7;suv;
CDC100-AC;HikCentral Access Control 1 Door License;925.00;631.00;725.65;1063.75;suv;
CDC100-AC-BASE;HikCentral Access Control Base License;874.00;596.00;685.4;1005.1;suv;
CDC100-AC-BASE-16;HikCentral Access Control Base License (;4562.00;3126.00;3594.9;5246.3;suv;
HIKVISION - Other;;;;0;0;suv;
SD100;Hikvision IP Horn Speaker;9253.00;6342.00;7293.3;10640.95;suv;
CDC100-IPS-1CH;Hikcentral IP speaker license for 1 Devi;921.00;628.00;722.2;1059.15;suv;
CDC100-IPSM;Hikcentral IP Speaker Module - incl 2 IP;1487.00;1026.00;1179.9;1710.05;suv;
;;;;0;0;suv;
Prices are subject to change without prior notice.;;;;0;0;suv;
E&OE. Valid until 31st March 2023.;Page: 11;;;0;0;suv;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;suv;
;;;;0;0;suv;
Trade Price List;;;;0;0;suv;
INTRUSION - AX-PRO;;;;0;0;suv;
;;;;0;0;suv;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;suv;
HIKVISION - Intrusion;;;;0;0;suv;
BD400;HIKVISION AX-PRO Wireless PIR Detector;1045.00;713.00;819.95;1201.75;suv;
BD400-1;HIKVISION AX-PRO Wireless Dual Tech PIR;1756.00;1198.00;1377.7;2019.4;suv;
BD400-2;HIKVISION AX-PRO Wireless PIR-CAM Detect;2419.00;1651.00;1898.65;2781.85;suv;
BD400-3;HIK AX-PRO Wireless Curtain Detector;1139.00;777.00;893.55;1309.85;suv;
BD400-4;HIK AX-PRO Wireless Outdoor Dual Tech DT;3345.00;2283.00;2625.45;3846.75;suv;
BD400-5;HIKVISION AX-PRO RF Camera Module;1718.00;1172.00;1347.8;1975.7;suv;
BD400-8;HIK AX-PRO Internal Ceiling Mount PIR Br;30.80;21.10;24.265;35.42;suv;
BD400-9;HIK AX-PRO Internal Wall Mount PIR Brckt;30.00;20.20;23.23;34.5;suv;
BD405;HIKVISION AX-PRO Wireless Water Leak DT;953.00;650.00;747.5;1095.95;suv;
BD405-1;HIK AX-PRO Wireless Temperature Detector;1013.00;691.00;794.65;1164.95;suv;
CP400;AX-PRO Wireless Kit - 868MHz - 64 Zones;4775.00;3259.00;3747.85;5491.25;suv;
CP400-1;AX-PRO Wireless Kit - 868MHz - 96 Zones;6551.00;4471.00;5141.65;7533.65;suv;
CP400-1-P;HIK AX-PRO Panel Only - 868Mhz - 96 Zone;4667.00;3185.00;3662.75;5367.05;suv;
CP400-P;HIK AX-PRO Panel Only - 868Mhz - 64 Zone;2824.00;1927.00;2216.05;3247.6;suv;
CP402;HIKVISION AX-PRO Wireless Internal Sound;1004.00;685.00;787.75;1154.6;suv;
CP402-1;HIK AX-PRO Wireless Outdoor Sounder (Red;1955.00;1334.00;1534.1;2248.25;suv;
CP402-2;HIK AX-PRO Wireless OD Sounder (Blue);1883.00;1285.00;1477.75;2165.45;suv;
CP403;HIKVISION AX-PRO Wireless LED Keypad;1369.00;934.00;1074.1;1574.35;suv;
CP404;HIKVISION AX-PRO Wireless Tag Reader;992.00;677.00;778.55;1140.8;suv;
CP405;HIKVISION AX-PRO Wireless Keyfob;522.00;356.00;409.4;600.3;suv;
CP405-1;HIKVISION AX-PRO Tag;49.00;33.00;37.95;56.35;suv;
CP406;HIKVISION AX-PRO Wireless Universal Tx;736.00;502.00;577.3;846.4;suv;
CP406-1;HIKVISION AX-PRO Wireless Multi I/O Tx;2627.00;1793.00;2061.95;3021.05;suv;
CP407;HIKVISION AX-PRO Wireless Repeater;1934.00;1320.00;1518;2224.1;suv;
CP409;HIKVISION AX-PRO Wireless Relay Module;677.00;462.00;531.3;778.55;suv;
CP409-1;HIKVISION AX-PRO Wireless Wall Switch;756.00;516.00;593.4;869.4;suv;
CP409-2;HIKVISION AX-PRO Wireless Smart Plug;793.00;541.00;622.15;911.95;suv;
CP410;HIKVISION AX-PRO Radio Connection Cable;118.00;80.00;92;135.7;suv;
FR400;HIKVISION AX-PRO Wireless Smoke Detector;1205.00;822.00;945.3;1385.75;suv;
MC400;HIK AX-PRO Wireless Door Contact;609.00;415.00;477.25;700.35;suv;
MC400-1;HIK AX-PRO Wireless Door Contact - Slim;494.00;337.00;387.55;568.1;suv;
PS400;HIKVISION AX-PRO 12V PSU Module;400.00;273.00;313.95;460;suv;
SW400;HIKVISION AX-PRO Wireless Panic Button;453.00;309.00;355.35;520.95;suv;
;;;;0;0;suv;
Prices are subject to change without prior notice.;;;;0;0;suv;
E&OE. Valid until 31st March 2023.;Page: 12;;;0;0;suv;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;suv;
;;;;0;0;suv;
Trade Price List;;;;0;0;suv;
SURVEILLANCE;;;;0;0;suv;
Our Code;Item Description;;Retail Excl VAT;#VALUE!;0;suv;
CCTV SWITCHES & POE Injectors;;;;0;0;suv;
NW100-3;Switch 4-Port GB Mang Ind PoE +2GB SFP i;5;599.00;688.85;5.75;suv;
NW101;Genata 4P Gb PoE + 2P (TP&SFP);;946.00;1087.9;0;suv;
NW101-2;Switch 4-Port GB PoE Ext 1-Port GB TP 1-;;872.00;1002.8;0;suv;
NW101-3;8-Port GB 12VDC Input Switch;;999.00;1148.85;0;suv;
NW101-7;8-Port GB Mang Ind PoE +4GB SFP Switch i;7;271.00;311.65;8.05;suv;
NW101-9;Genata 8P Gb PoE + 4P (TP&SFP);2;422.00;485.3;2.3;suv;
NW101-10;Genata 8P Gb + 2P SFP Man. PoE;2;999.00;1148.85;2.3;suv;New Product
NW110-4;8-Port 10/100 Ind PoE 1GB TP 1 SFP Uplin;4;543.00;624.45;4.6;suv;
NW111-4;Genata 16P PoE + 3Gb (TP/SFP);3;516.00;593.4;3.45;suv;
NW111-6;Genata 16P Gb PoE + 2Gb SFP;4;396.00;455.4;4.6;suv;
NW111-7;16-Port GB PoE 2GB TP 2GB SFP Uplink Swi;5;795.00;914.25;5.75;suv;
NW121-6;16-Port 10/100 PoE 2GB TP 1GB SFP Uplink;5;408.42;469.683;5.75;suv;
NW121-8;16-Port GB Mang PoE 4 SFP Uplink Switch;9;523.00;601.45;10.35;suv;
NW121-10;Genata 16P Gb + 2P SFP Man. PoE;6;285.00;327.75;6.9;suv;New Product
NW113-2;24-Port 10/100 PoE 2GB TP 1GB SFP Combo;8;047.00;54.05;9.2;suv;
NW114-2;24-Port 10/100 Mang PoE 2GB TP 2GB SFP U;7;370.00;425.5;8.05;suv;
NW114-4;Switch 24-Port GB Mang PoE 4-Port GB RJ4;9;562.00;646.3;10.35;suv;
NW114-6;PLANET 24 Port Gigabit Managed PoE + 4 G;12;570.00;655.5;13.8;suv;
NW115-2;24-Port GB Mang PoE 4GB SFP Uplink Switc;12;920.00;1058;13.8;suv;
NW115-4;24-Ports GB Mang 4GB/10GB Uplink Switch;17;072.60;83.49;19.55;suv;On Request
NW115-5;24-Port SFP Mang 8 Share GB TP 4GB/10GB;24;186.18;214.107;27.6;suv;
NW115-8;24-Port GB Mang PoE 4GB SFP Uplink Switc;11;939.00;1079.85;12.65;suv;
NW143;PoE Injector 30Watt 1000Mbps CAT5;;709.00;815.35;0;suv;
NW143-2;PoE Injector 60Watt 1000Mbps CAT5;1;173.00;198.95;1.15;suv;
NW144;UTEPO 10/100 PoE (max 30W) Repeater;1;521.00;599.15;1.15;suv;
NW145;UTEPO Ind. Gigabit PoE (90W) Repeater;3;362.00;416.3;3.45;suv;New Product
CC71;Passive Injector & Splitter PoE 12-15VDC;;149.00;171.35;0;suv;New Product
CC72;Passive Injector or Splitter GB PoE from;;155.00;178.25;0;suv;New Product
NW100-6;Genata Outdoor 8P PoE Switch;2;608.00;699.2;2.3;suv;
NW100-7;2 Port Ethernet to Fibre Media Convertor;2;038.00;43.7;2.3;suv;
NW139;Cascade PoE Transmission;;335.00;385.25;0;suv;
NW139-2;Water-resistant Cascade PoE Transmitter;;365.00;419.75;0;suv;
NW139-5;PoE Separation Converter;;103.00;118.45;0;suv;
NW276-4;1/9/16 Channel IP Screen Decoder;1;289.00;332.35;1.15;suv;
HW22-9;Waterproof Connectors for the NW139-5 /;;27.00;31.05;0;suv;
;;;;0;0;suv;
Prices are subject to change without prior notice.;;;;0;0;suv;
E&OE. Valid until 31st March 2023.;Page: 13;;;0;0;suv;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;suv;
;;;;0;0;suv;
Trade Price List;;;;0;0;suv;
SURVEILLANCE;;;;0;0;suv;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;suv;
WISNetworks Wireless Network Devices;;;;0;0;suv;
NW202;WIS 5GHz Outdoor CPE;2035.00;1399.00;1608.85;2340.25;suv;
NW204-1;WIS 2.4GHz Outdoor CPE;1098.00;745.00;856.75;1262.7;suv;
NW205;WIS 5GHz Outdoor CPE;1347.00;919.00;1056.85;1549.05;suv;
NW210;WIS 5GHz Outdoor Base Station;2771.00;1899.00;2183.85;3186.65;suv;
NW220-1;WIS 5GHz Outdoor Dish/CPE;1463.00;998.00;1147.7;1682.45;suv;
NW221;WIS 5GHz 120 Sector Antenna;3380.00;2366.00;2720.9;3887;suv;
NW222;5GHz Dish 30dBi 2x2 MIMO N-type Connect;3566.00;2496.00;2870.4;4100.9;suv;
NW224-1;AP WIS-ANO5812 OMNI Antenna + NW224;3382.00;2325.00;2673.75;3889.3;suv;
NW230;WIS 5GHz Outdoor 120 Sector Base Station;2490.00;1699.00;1953.85;2863.5;suv;
NW231;5GHz CPE 2x2 MIMO 867Mbps IP65 1x1000M;1997.00;1363.00;1567.45;2296.55;suv;
NW240;WIS 5GHz Outdoor 120 Sector Base Station;6219.00;4351.00;5003.65;7151.85;suv;
;;;;0;0;suv;
Prices are subject to change without prior notice.;;;;0;0;suv;
E&OE. Valid until 31st March 2023.;Page: 14;;;0;0;suv;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;suv;
;;;;0;0;suv;
Trade Price List;;;;0;0;suv;
SURVEILLANCE;;;;0;0;suv;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;suv;
Remote View PC's;;;;0;0;suv;
CD50-1;Access Control PC Lite;16225.00;11357.00;13060.55;18658.75;suv;
CD50-2;PC - Access Control;19125.00;13387.00;15395.05;21993.75;suv;
CD51-3;CCTV Remote view compact PC Win10;24278.00;16994.00;19543.1;27919.7;suv;
CD52-1;CCTV W/Station Entry Level max 32 Cam DS;21745.00;15221.00;17504.15;25006.75;suv;
CD52-2;CCTV W/Station Mid Level max 64 Cam DSS;30820.00;21574.00;24810.1;35443;suv;
CD52-4;CCTV W/Station High End max 128 CamDSS o;44908.00;31435.00;36150.25;51644.2;suv;
;Special build PC's and Embedded NVR's and DVR's available on request.;;;0;0;suv;
MONITORS - COLOUR;;;;0;0;suv;
CM14;Monitor LED 19.5'' 1366x768 HDMI VESA Mn;2749.00;1998.00;2297.7;3161.35;suv;
CM18;"HIKVISION Monitor 18.5"";  VGA  and HDMI";2191.00;1495.00;1719.25;2519.65;suv;
CM23-1;"Monitor LED 23.6"" 1920x1080 VGA HDMI";4285.00;2999.00;3448.85;4927.75;suv;
CM23-2;"Monitor LED 23"" 1920x1080 VGA HDMI incl";3999.00;3199.00;3678.85;4598.85;suv;
CM46;"Mecer Monitor LED 19.5"" TFT VGA HDMI  Sp";2560.00;1600.00;1840;2944;suv;
CM44;"Mecer Monitor 23.8"" Dsub HDMI";4400.00;2750.00;3162.5;5060;suv;
CM42;"Mecer Monitor LED 32"" FHD 2x HD";4329.00;2699.00;3103.85;4978.35;suv;
CM43;"Mecer Monitor LED 43"" FHD 1080p";7410.00;4635.00;5330.25;8521.5;suv;
;"32"" to 49"" Monitors available on request.";;;0;0;suv;
;SURVEILLANCE HARD DRIVES & NAS;;;0;0;suv;
CH22-6;Seagate Skyhawk Surveillance Hard Drive;1253.00;877.00;1008.55;1440.95;suv;
CH22-8;Seagate Skyhawk Surveillance Hard Drive;1570.00;1099.00;1263.85;1805.5;suv;
CH22-9;Seagate Skyhawk Surveillance Hard Drive;2170.00;1519.00;1746.85;2495.5;suv;
CH22-10;Seagate Skyhawk Surveillance Hard Drive;2208.00;1545.00;1776.75;2539.2;suv;
CH22-11;Seagate Skyhawk Surveillance HDD 6TB;4043.00;2830.00;3254.5;4649.45;suv;
CH22-12;Seagate Skyhawk Surveillance Hard Drive;5255.00;3678.00;4229.7;6043.25;suv;
CH22-13;Seagate Skyhawk Surveillance Hard Drive;7640.00;5348.00;6150.2;8786;suv;
CH22-10N;Seagate Ironwolf NAS Hard Drive 4TB SATA;3162.00;2213.00;2544.95;3636.3;suv;
CH22-11N;Seagate Ironwolf NAS Hard Drive 6TB SATA;4968.00;3477.00;3998.55;5713.2;suv;
CH22-12N;Seagate Ironwolf NAS Hard Drive 8TB SATA;6503.00;4552.00;5234.8;7478.45;suv;
CH22-13N;Seagate Ironwolf NAS Hard Drive 10TB SAT;8392.00;5874.00;6755.1;9650.8;suv;
CH22-14N;Seagate Ironwolf NAS Hard Drive 12TB;11178.00;7824.00;8997.6;12854.7;suv;
CH23-10;Seagate EXOS Enterprise Hard Drive 10TB;7692.00;5384.00;6191.6;8845.8;suv;
CH02-1;"QNAP NAS 4-Bay Empty; 3xUSB 2xLAN";9530.60;6671.42;7672.133;10960.19;suv;
CCTV Storage;;;;0;0;suv;
CH54;Micro SD Card 16GB Class 10;162.00;110.80;127.42;186.3;suv;
CH54-1;Micro SD Card 32GB Class 10;99.00;89.00;102.35;113.85;suv;
CH54-2;Micro SD Card 64GB Class 10;226.00;158.00;181.7;259.9;suv;
CH54-3;Micro SD Card 128GB Class 10;345.00;241.00;277.15;396.75;suv;
CH54-4;Micro SD Card 256GB Class 10;1165.00;873.75;1004.8125;1339.75;suv;
;Remote View PC's Accessories;;;0;0;suv;
CH18;Mouse - Black;121.00;84.70;97.405;139.15;suv;
CH18-1;Wireless Mouse;459.00;321.00;369.15;527.85;suv;
CH19-3;Gigabyte Keyboard and Mouse Combo;419.00;293.00;336.95;481.85;suv;
CH19-4;Wireless Keyboard and Mouse Combo;713.00;499.00;573.85;819.95;suv;
;;;;0;0;suv;
Prices are subject to change without prior notice.;;;;0;0;suv;
E&OE. Valid until 31st March 2023.;Page: 15;;;0;0;suv;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;suv;
;;;;0;0;suv;
Trade Price List;;;;0;0;suv;
SURVEILLANCE;;;;0;0;suv;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;suv;
;CABINETS FOR RACK MOUNT DVR & NVR UNITS;;;0;0;suv;
CA100;27U 600 + 800 Cabinet incl Fans & Power;10478.00;7334.00;8434.1;12049.7;suv;
CA100-1;"18U 800mm Internal; 950mm High Floor";11135.00;7794.00;8963.1;12805.25;suv;
CA101;41U 600 + 800 Cabinet incl Fans & Power;14658.00;10260.00;11799;16856.7;suv;
CA118;FINEN 18U Floor Standing Cabinet;7720.00;4825.00;5548.75;8878;suv;
CA122;FINEN 22U Floor Standing Cabinet;8240.00;5150.00;5922.5;9476;suv;
CA127;FINEN 27U Floor Standing Cabinet;8480.00;5300.00;6095;9752;suv;
CA142;FINEN 42U Floor Standing Cabinet;11468.00;7167.50;8242.625;13188.2;suv;
CA102;4U 300 + 200 Wall Box incl Fans & Power;2760.00;1725.00;1983.75;3174;suv;
CA102-B;4U 300 + 200mm Wall Box - Grey;2200.00;1375.00;1581.25;2530;suv;
CA102-1;4U 300 + 200 Wall Box incl Fans Black;2760.00;1725.00;1983.75;3174;suv;
CA102-1B;4U 300 + 200mm Wall Box - Black;2200.00;1375.00;1581.25;2530;suv;
CA102-2;4U 500mm Wall Box incl Fans and Power;2760.00;1725.00;1983.75;3174;suv;
CA102-3;4U 400mm Solid Wall Box Black;1450.00;906.25;1042.1875;1667.5;suv;
CA111B;6U 400 + 200mm Wall Box - Black;2662.00;1663.75;1913.3125;3061.3;suv;
CA111;6U Swingframe Incl Fan and 5-Way Power;3130.00;1956.25;2249.6875;3599.5;suv;
CA103B;9U Swingframe Wallbox - 600mm Deep;3196.00;1997.50;2297.125;3675.4;suv;
CA103;9U Swingframe Incl Fan and 5-Way Power;3730.00;2331.25;2680.9375;4289.5;suv;
CA104B;12U Swingframe Wallbox - 600mm Deep;3460.00;2162.50;2486.875;3979;suv;
CA104;12U Swingframe Incl Fan and 5-Way Power;3980.00;2487.50;2860.625;4577;suv;
CA102-4;IP55 4U Wall Mount Outdoor;4706.00;2941.25;3382.4375;5411.9;suv;
CA102-5;IP55 4U Swing Frame Wall Mount Outdoor;6338.00;3961.25;4555.4375;7288.7;suv;
CA111-2;IP55 6U Wall Mount 19' Outdoor Gray;5226.00;3266.25;3756.1875;6009.9;suv;
CA111-3;IP55 6U Swing Frame Wall Mount Outdoor;7328.00;4580.00;5267;8427.2;suv;
;;;;0;0;suv;
CA103-1;IP55 9U Wall Mount Outdoor;6154.00;3846.25;4423.1875;7077.1;suv;
CA103-2;IP55 9U Swing Frame Wall Mount Outdoor;7736.00;4835.00;5560.25;8896.4;suv;
CA104-2;IP55 12U Wall Mount Outdoor Gray;7356.00;4597.50;5287.125;8459.4;suv;
CA104-3;IP55 12U Swing Frame Wall Mount Outdoor;8930.00;5581.25;6418.4375;10269.5;suv;
CA105;1U Blanking Panel;66.44;41.52;47.748;76.406;suv;
CA106;2U Blanking Panel;97.50;60.93;70.0695;112.125;suv;
CA108;1 U Brush Panel;120.00;75.00;86.25;138;suv;
CA109;450mm Front mount Tray;350.00;218.75;251.5625;402.5;suv;
CA109-1;Cantilever Shelf 19 Inch 2U 330mm Deep;284.00;177.50;204.125;326.6;suv;
CA113;IP55 2 Way fan unit for Wall Mount;1840.00;1150.00;1322.5;2116;suv;
CA113-1;Single fan units for Wall Mount Cabinets;300.00;187.50;215.625;345;suv;
CA114;5 Way Multiplug with 3m lead - Plastic;268.00;167.50;192.625;308.2;suv;
CA114-1;"PDU 19"" 1U 10 Way 10A IEC Outlet";1038.00;648.75;746.0625;1193.7;suv;
CA114-2;"PDU 19"" 1.5U 10 Way 16A SA Outlet";1238.00;773.75;889.8125;1423.7;suv;
CA114-3;"PDU 19"" 1U 6 Way 10A IEC Outlet";838.00;523.75;602.3125;963.7;suv;
CA114-4;"PDU 19"" 1.5U 6 Way 16A SA Outlet";930.00;581.25;668.4375;1069.5;suv;
;Other cabinet sizes and accessories available;;;0;0;suv;
;;;;0;0;suv;
Prices are subject to change without prior notice.;;;;0;0;suv;
E&OE. Valid until 31st March 2023.;Page: 16;;;0;0;suv;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;suv;
;;;;0;0;suv;
Trade Price List;;;;0;0;suv;
SURVEILLANCE;;;;0;0;suv;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;suv;
;"CCTV BALUNS; EXTENDERS & CONVERTERS";;;0;0;suv;
CC48;Balun 4Ch Passive Hub UTP HD-TVI/CVI/AHD;502.00;345.00;396.75;577.3;suv;
CC50-1;Balun 1 Ch UTP Passive Video Transceiver;74.00;39.00;44.85;85.1;suv;
